gene_accession_id,MGI:2141101
gene_symbol,Depdc5
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_GRS_011_001
pvalue,0.07812938
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
analysis_id,6ay5z69a95284q1
