gene_accession_id,MGI:2137624
gene_symbol,Pom121
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_CBC_028_001
pvalue,0.07521299
parameter_name,Creatine kinase
analysis_id,9j136p9r8dzf47y
