gene_accession_id,MGI:2384919
gene_symbol,Rxylt1
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,IMPC_HEM_039_001
pvalue,0.1100772
parameter_name,Large Unstained Cell (LUC) count
analysis_id,338q0621fk982wn
