gene_accession_id,mgi:1859866
gene_symbol,Cdc20
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,impc_eye_027_001
pvalue,0.9724859
parameter_name,Persistence of hyaloid vascular system
analysis_id,ugxka5q59766437
