gene_accession_id,MGI:97491
gene_symbol,Pax7
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_DXA_006_001
pvalue,0.2268832
parameter_name,Body length
analysis_id,36ph594ftj17h0s
