gene_accession_id,MGI:109186
gene_symbol,Ncf4
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,GMC_920_001_024
pvalue,0.2096092
parameter_name,MIF-rest
analysis_id,5l5s9e23u6f78p2
