gene_accession_id,MGI:2445160
gene_symbol,Kcnh8
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,IMPC_OFD_007_001
pvalue,0.4824771
parameter_name,Whole arena resting time
analysis_id,n69uynl2g199fit
