gene_accession_id,MGI:3588207
gene_symbol,Dnaaf3
mouse_strain,C57BL
mouse_life_stage,E18.5
parameter_id,JAXLA_CSD_036_001
pvalue,0.8610013
parameter_name,Startle response
analysis_id,c1vj6zqndn0ya10
