gene_accession_id,MGI:2445160
gene_symbol,Kcnh8
mouse_strain,C57BL
mouse_life_stage,late adult
parameter_id,IMPC_DXA_003_001
pvalue,0.2807426
parameter_name,Lean mass
analysis_id,2t2a04tw4c26x54
