gene_accession_id,MGI:1920393
gene_symbol,Wdr37
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IPG_012_001
pvalue,0.2975973
parameter_name,Area under glucose response curve
analysis_id,hcsr6tot19d99m1
