gene_accession_id,MGI:97491
gene_symbol,Pax7
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_IPG_010_001
pvalue,0.3548701
parameter_name,Fasted blood glucose concentration
analysis_id,ar304v6r5abtr1v
