gene_accession_id,mgi:1917933
gene_symbol,Utp20
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,ESLIM_015_001_015
pvalue,0.5177835
parameter_name,Alkaline phosphatase
analysis_id,196hi550x577335
