gene_accession_id,MGI:1201378
gene_symbol,Anxa3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IPG_012_001
pvalue,0.07348562
parameter_name,Area under glucose response curve
analysis_id,uykjy54pir4o2o3
