gene_accession_id,MGI:2443086
gene_symbol,Mindy2
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,IMPC_EYE_017_001
pvalue,0.5423532
parameter_name,Lens Opacity
analysis_id,xkj6dc4832e12z4
