gene_accession_id,MGI:1916340
gene_symbol,Ascc1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,JAXLA_IPG_010_001
pvalue,0.1079736
parameter_name,Fasted blood glucose concentration
analysis_id,u18tp33gk5p57p5
