gene_accession_id,MGI:1914759
gene_symbol,Saysd1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_EYE_092_002
pvalue,0.09285451
parameter_name,Retina (combined)
analysis_id,1m3y1ftyv48wx79
