gene_accession_id,MGI:97491
gene_symbol,Pax7
mouse_strain,C57BL
mouse_life_stage,E12.5
parameter_id,IMPC_HEM_004_001
pvalue,0.8981163
parameter_name,Hematocrit
analysis_id,exii4nc55x972y4
