gene_accession_id,MGI:1328358
gene_symbol,Myom2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_DXA_003_001
pvalue,0.5809221
parameter_name,Lean mass
analysis_id,tabqmox69yt9ic1
