gene_accession_id,MGI:2384919
gene_symbol,Rxylt1
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_HEM_040_001
pvalue,0.05106742
parameter_name,Large Unstained Cell (LUC) differential count
analysis_id,58y466cri75s5m4
