gene_accession_id,MGI:1351872
gene_symbol,Slco2b1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IPG_012_001
pvalue,0.8686953
parameter_name,Area under glucose response curve
analysis_id,l0i83l1ko6146g7
