gene_accession_id,MGI:1913883
gene_symbol,Nsa2
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_IMM_040_001
pvalue,0.9934177
parameter_name,CD4 CD44+CD62L- NKT cells
analysis_id,dp39oy8b38130gk
