gene_accession_id,MGI:96669
gene_symbol,Kcnc3
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_039_001
pvalue,0.6511548
parameter_name,Limb grasp
analysis_id,ki3mea4h9491rnt
