parameter_name,Persistence of hyaloid vascular system
pvalue,0.5332957
mouse_life_stage,E18.5
mouse_strain,C57BL
analysis_id,sq6800w2mnj0032
gene_accession_id,MGI:1315201
parameter_id,IMPC_EYE_027_001
gene_symbol,Grcc10
