gene_accession_id,MGI:2180565
gene_symbol,Pnma3
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_id,IMPC_HEM_029_001
pvalue,0.3177287
parameter_name,Neutrophil differential count
analysis_id,7a4705c7d320508
