gene_accession_id,MGI:2384919
gene_symbol,Rxylt1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,GMC_914_001_002
pvalue,0.4289631
parameter_name,Body temperature rectal
analysis_id,w5jc36iu47hjo01
